AGE,GENDER,CAREER,ACAD_LEVEL,ACAD_LOAD,HOURS_ENROLLED,ACAD_ORG,TRANSACTION_AMOUNT,TANSACTION_COUNT
19,Female,Undergraduate,Senior,Enrolled Full-Time,20,SUNY at Buffalo,0.3,3
37,Female,Undergraduate,Sophomore,Enrolled Half-Time,8,SUNY at Brockport,0.15,1
18,Male,Undergraduate,Freshman,Enrolled Full-Time,14,SUNY at Brockport,344.24,152
18,Female,Undergraduate,Freshman,Enrolled Full-Time,14,SUNY at Brockport,0.6,6
21,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,SUNY at Brockport,1.3,6
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,12,SUNY at Brockport,2.55,18
19,Female,Undergraduate,Freshman,Enrolled Half-Time,6,SUNY at Brockport,8.9,7
27,Male,Graduate,Graduate,Enrolled Full-Time,12,SUNY at Buffalo,0.1,1
20,Female,Undergraduate,Sophomore,Less than Half-Time,3,Syracuse University,2.3,12
21,Male,Undergraduate,Junior,Enrolled Full-Time,13,SUNY at Brockport,2.3,5
18,Male,Undergraduate,Freshman,Enrolled Half-Time,7,Syracuse University,0.65,6
20,Male,Undergraduate,Freshman,Enrolled Full-Time,12,SUNY at Brockport,1.7,9
23,Male,Graduate,Graduate,Less than Half-Time,1,SUNY at Binghamton,0,1
21,Female,Undergraduate,Junior,Enrolled Full-Time,13,SUNY at Brockport,1.65,6
27,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Buffalo,4.8,9
33,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Business Administration,2.8,21
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,13,Syracuse University,0.05,1
31,Female,Undergraduate,Freshman,Enrolled Full-Time,20,SUNY at Buffalo,87.94,8
39,Female,Undergraduate,Freshman,Three Quarter Time,11,SUNY at Brockport,2.09,6
21,Female,Undergraduate,Sophomore,Enrolled Full-Time,13,College of Health Professions,1.56,2
17,Male,Undergraduate,Freshman,Three Quarter Time,9,SUNY at Brockport,3.25,11
19,Male,Undergraduate,Freshman,Enrolled Full-Time,12,SUNY at Brockport,557.95,150
19,Male,Undergraduate,Freshman,Three Quarter Time,11,SUNY at Brockport,1.45,12
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,16,College of Engineering,399.56,162
18,Male,Undergraduate,Freshman,Enrolled Full-Time,16,SUNY at Brockport,0,3
19,Female,Undergraduate,Sophomore,Enrolled Full-Time,14,Syracuse University,7.1,7
19,Female,Undergraduate,Freshman,Three Quarter Time,11,SUNY at Brockport,306.55,69
23,Male,Graduate,Graduate,Enrolled Full-Time,9,College of Business Administration,4.9,11
19,Male,Undergraduate,Freshman,Three Quarter Time,9,SUNY at Brockport,0,6
19,Female,Undergraduate,Freshman,Enrolled Full-Time,13,College of Health Professions,483.89,109
19,Female,Undergraduate,Freshman,Enrolled Full-Time,15,SUNY at Brockport,1.35,4
19,Male,Undergraduate,Freshman,Enrolled Full-Time,13,SUNY at Buffalo,9.7,29
20,Male,Undergraduate,Freshman,Enrolled Full-Time,14,College of Business Administration,2.05,11
18,Female,Undergraduate,Freshman,Enrolled Full-Time,13,SUNY at Brockport,1.64,6
19,Male,Undergraduate,Freshman,Enrolled Full-Time,15,Syracuse University,0.7,5
24,Female,Law,Law Day - Year 2,Enrolled Full-Time,15,School of Law,1.6,9
22,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Binghamton,95.07,43
22,Male,Undergraduate,Sophomore,Enrolled Full-Time,15,SUNY at Brockport,0.75,6
18,Female,Undergraduate,Freshman,Enrolled Full-Time,15,SUNY at Brockport,1.2,5
23,Female,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Buffalo,38.35,37
19,Male,Undergraduate,Freshman,Enrolled Full-Time,12,SUNY at Brockport,0.65,7
18,Female,Undergraduate,Freshman,Enrolled Full-Time,14,Syracuse University,1.35,11
18,Male,Undergraduate,Freshman,Enrolled Full-Time,13,Syracuse University,485.24,97
18,Female,Undergraduate,Freshman,Enrolled Full-Time,15,SUNY at Brockport,0.75,9
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,15,SUNY at Brockport,0.05,1
21,Male,Undergraduate,Freshman,Enrolled Full-Time,12,University College,114.62,227
31,Male,Graduate,Graduate,Enrolled Full-Time,15,College of Engineering,0,1
24,Female,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Buffalo,2.25,3
25,Female,Graduate,Graduate,Enrolled Full-Time,9,College of Education,1.35,10
24,Male,Undergraduate,Sophomore,Enrolled Full-Time,16,College of Education,1.3,6
24,Female,Law,Law Day - Year 2,Enrolled Full-Time,12,School of Law,0.15,1
27,Female,Graduate,Graduate,Enrolled Full-Time,15,College of Engineering,38.54,12
18,Female,Undergraduate,Freshman,Enrolled Full-Time,13,SUNY at Brockport,1.28,3
19,Male,Undergraduate,Freshman,Enrolled Full-Time,13,SUNY at Brockport,0.9,7
24,Male,Graduate,Graduate,Enrolled Full-Time,12,SUNY at Buffalo,0,3
31,Female,Graduate,Graduate,Enrolled Full-Time,13,SUNY at Buffalo,1.7,5
21,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,College of Health Professions,1.2,6
42,Female,Undergraduate,Freshman,Enrolled Full-Time,12,Syracuse University,8.6,16
21,Male,Undergraduate,Freshman,Enrolled Full-Time,14,Syracuse University,1.95,14
37,Female,Undergraduate,Junior,Enrolled Full-Time,13,College of Education,1.3,7
26,Male,Undergraduate,Freshman,Enrolled Full-Time,12,SUNY at Brockport,0,1
56,Male,Undergraduate,5th Year Undergraduate,Less than Half-Time,3,SUNY at Buffalo,0.2,2
45,Male,Graduate,Graduate,Enrolled Full-Time,12,SUNY at Buffalo,1.4,10
27,Male,Undergraduate,Senior,Enrolled Full-Time,13,College of Health Professions,0.65,2
26,Female,Undergraduate,Junior,Enrolled Half-Time,7,Syracuse University,0.45,3
31,Male,Undergraduate,Senior,Enrolled Full-Time,13,SUNY at Brockport,0.25,1
49,Female,Graduate,Graduate,Less than Half-Time,3,College of Education,7.4,4
26,Female,Undergraduate,Senior,Enrolled Full-Time,17,College of Education,0.15,1
38,Female,Undergraduate,Sophomore,Less than Half-Time,3,Syracuse University,0,1
29,Female,Graduate,Graduate,Enrolled Half-Time,6,College of Business Administration,2.5,5
24,Female,Graduate,Graduate,Less than Half-Time,4,Provost's office,2.7,5
42,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,Syracuse University,1,1
20,Male,Undergraduate,Freshman,Enrolled Full-Time,13,University College,0.15,3
53,Female,Graduate,Graduate,Enrolled Half-Time,7,College of Education,2.89,6
23,Female,Undergraduate,Senior,Enrolled Full-Time,12,College of Education,4.95,16
26,Male,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Brockport,0.55,5
31,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Binghamton,0.1,2
26,Male,Undergraduate,Junior,Enrolled Full-Time,14,College of Health Professions,2.2,10
26,Female,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,0.05,1
26,Female,Law,Law Evening - Year 4,Enrolled Half-Time,6,School of Law,35,1
25,Male,Undergraduate,Junior,Enrolled Full-Time,12,Syracuse University,0.4,1
24,Male,Graduate,Graduate,Enrolled Full-Time,10,College of Engineering,0,1
21,Female,Undergraduate,Sophomore,Enrolled Half-Time,7,University College,1.35,8
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,SUNY at Brockport,242.66,67
22,Female,Undergraduate,Senior,Enrolled Half-Time,6,SUNY at Brockport,0.6,3
23,Male,Undergraduate,Freshman,Enrolled Half-Time,6,SUNY at Brockport,1.5,11
22,Female,Undergraduate,Senior,Enrolled Full-Time,13,SUNY at Buffalo,0.1,1
22,Female,Undergraduate,Sophomore,Enrolled Half-Time,6,University College,0.3,2
40,Female,Undergraduate,Sophomore,Enrolled Half-Time,7,Syracuse University,9.9,25
24,Male,Undergraduate,Senior,Enrolled Full-Time,12,Syracuse University,2.4,6
24,Male,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,0,1
21,Female,Undergraduate,Freshman,Enrolled Full-Time,12,Syracuse University,0.3,3
25,Female,Undergraduate,Freshman,Three Quarter Time,10,University College,0,1
19,Female,Undergraduate,Freshman,Enrolled Full-Time,16,SUNY at Brockport,1.3,8
22,Female,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,107.89,35
22,Male,Undergraduate,Freshman,Enrolled Full-Time,12,SUNY at Brockport,0.2,2
21,Male,Undergraduate,Sophomore,Enrolled Full-Time,12,University College,0.25,1
21,Male,Undergraduate,Junior,Enrolled Full-Time,15,SUNY at Brockport,1.3,2
20,Male,Undergraduate,Sophomore,Enrolled Full-Time,16,SUNY at Buffalo,0.8,7
18,Female,Undergraduate,Freshman,Enrolled Full-Time,14,University College,2,2
20,Female,Undergraduate,Junior,Enrolled Full-Time,13,University College,2.8,7
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,16,College of Business Administration,0.1,1
19,Female,Undergraduate,Freshman,Enrolled Full-Time,12,SUNY at Brockport,0.39,5
21,Male,Undergraduate,Sophomore,Enrolled Full-Time,13,Syracuse University,0.55,3
43,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,SUNY at Buffalo,0,1
21,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,SUNY at Brockport,0.55,4
19,Female,Undergraduate,Sophomore,Enrolled Full-Time,16,SUNY at Brockport,0.35,2
21,Male,Undergraduate,Sophomore,Enrolled Full-Time,12,SUNY at Brockport,2.9,5
26,Male,Law,Law Evening - Year 3,Enrolled Half-Time,6,School of Law,0,3
17,Female,Undergraduate,Freshman,Enrolled Half-Time,7,SUNY at Brockport,2.91,2
22,Female,Undergraduate,Freshman,Enrolled Full-Time,15,SUNY at Brockport,22.13,3
17,Female,Undergraduate,Freshman,Enrolled Full-Time,16,SUNY at Brockport,0.75,5
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,15,College of Engineering,190.94,73
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,16,SUNY at Buffalo,0,2
22,Male,Undergraduate,Senior,Enrolled Full-Time,13,College of Business Administration,0,1
28,Female,Undergraduate,Freshman,Enrolled Half-Time,6,Syracuse University,0.35,3
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,14,Syracuse University,0.7,4
19,Male,Undergraduate,Freshman,Enrolled Full-Time,15,SUNY at Brockport,0.05,1
19,Male,Undergraduate,Freshman,Three Quarter Time,11,Syracuse University,0.4,3
19,Female,Undergraduate,Freshman,Enrolled Full-Time,12,Syracuse University,1.85,10
18,Female,Undergraduate,Freshman,Less than Half-Time,4,SUNY at Brockport,0.75,6
18,Female,Undergraduate,Freshman,Less than Half-Time,3,SUNY at Brockport,0.4,2
18,Female,Undergraduate,Freshman,Enrolled Full-Time,15,College of Health Professions,3.4,2
19,Female,Undergraduate,Freshman,Enrolled Full-Time,14,SUNY at Brockport,5.8,10
35,Female,Undergraduate,Senior,Three Quarter Time,9,Syracuse University,32.35,4
19,Female,Undergraduate,Sophomore,Enrolled Full-Time,16,SUNY at Buffalo,0.55,4
18,Female,Undergraduate,Freshman,Enrolled Full-Time,16,College of Health Professions,0,1
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,16,SUNY at Brockport,0.25,1
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,17,SUNY at Brockport,0,2
17,Male,Undergraduate,Freshman,Enrolled Half-Time,7,SUNY at Brockport,0.1,2
20,Male,Undergraduate,Sophomore,Enrolled Full-Time,13,Syracuse University,1.15,5
21,Male,Undergraduate,Sophomore,Enrolled Full-Time,15,SUNY at Brockport,0.4,2
34,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,18,College of Business Administration,3,2
22,Male,Undergraduate,Freshman,Enrolled Full-Time,13,SUNY at Brockport,0.1,1
19,Male,Undergraduate,Freshman,Three Quarter Time,10,SUNY at Brockport,0.07,1
25,Male,Undergraduate,Sophomore,Enrolled Full-Time,14,SUNY at Brockport,2.5,6
18,Female,Undergraduate,Freshman,Enrolled Full-Time,15,SUNY at Brockport,0.3,2
15,Female,Undergraduate,Freshman,Less than Half-Time,1,Syracuse University,0.1,1
30,Male,Undergraduate,Freshman,Enrolled Full-Time,12,Syracuse University,0.2,2
21,Male,Undergraduate,Junior,Enrolled Full-Time,12,College of Education,0.8,4
41,Male,Undergraduate,Sophomore,Three Quarter Time,9,Syracuse University,0.3,2
26,Male,Graduate,Graduate,Enrolled Half-Time,6,College of Business Administration,0.25,1
28,Female,Law,Law Day - Year 1,Enrolled Full-Time,15,School of Law,25.8,3
28,Female,Graduate,Graduate,Enrolled Half-Time,5,College of Health Professions,0.35,2
23,Male,Undergraduate,Senior,Enrolled Full-Time,15,SUNY at Buffalo,3.4,2
31,Female,Undergraduate,Freshman,Less than Half-Time,1,University College,0,1
43,Female,Undergraduate,Senior,Less than Half-Time,5,College of Health Professions,1.05,2
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,17,SUNY at Buffalo,2.15,17
21,Male,Undergraduate,Sophomore,Enrolled Full-Time,13,Syracuse University,0.15,1
21,Male,Undergraduate,Senior,Enrolled Full-Time,17,SUNY at Buffalo,0.95,3
21,Male,Undergraduate,Junior,Enrolled Full-Time,15,College of Engineering,0,1
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,3.7,25
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,13,College of Health Professions,0.1,1
24,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,SUNY at Buffalo,0.35,1
20,Female,Undergraduate,Senior,Enrolled Full-Time,15,SUNY at Buffalo,0.6,3
22,Male,Undergraduate,Junior,Enrolled Full-Time,13,College of Business Administration,0,1
20,Female,Undergraduate,Sophomore,Enrolled Half-Time,6,SUNY at Brockport,0.05,1
22,Male,Undergraduate,Senior,Enrolled Full-Time,14,College of Business Administration,3.25,9
21,Male,Undergraduate,Senior,Enrolled Full-Time,13,College of Business Administration,0.3,3
21,Male,Undergraduate,Senior,Enrolled Full-Time,17,SUNY at Buffalo,0.25,1
26,Female,Graduate,Graduate,Enrolled Full-Time,10,SUNY at Buffalo,0,1
32,Female,Graduate,Graduate,Enrolled Full-Time,13,College of Health Professions,10.2,2
20,Male,Undergraduate,Sophomore,Enrolled Half-Time,8,SUNY at Brockport,1.3,2
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,Syracuse University,0.4,1
18,Male,Undergraduate,Freshman,Three Quarter Time,10,SUNY at Brockport,0.25,1
29,Male,Undergraduate,5th Year Undergraduate,No Unit Load,0,College of Engineering,0,1
18,Female,Undergraduate,Freshman,Three Quarter Time,11,SUNY at Buffalo,0.45,3
19,Male,Undergraduate,Freshman,Enrolled Full-Time,13,SUNY at Brockport,0,1
27,Male,Undergraduate,Junior,Enrolled Full-Time,12,College of Business Administration,1.25,6
18,Male,Undergraduate,Junior,Enrolled Full-Time,14,College of Engineering,1.95,6
19,Female,Undergraduate,Freshman,Enrolled Full-Time,12,Syracuse University,0.3,2
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,15,SUNY at Brockport,1.5,6
18,Male,Undergraduate,Freshman,Enrolled Full-Time,12,Syracuse University,0.2,2
49,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,Syracuse University,0.35,1
19,Male,Undergraduate,Freshman,Enrolled Full-Time,12,College of Engineering,1.65,8
24,Female,Graduate,Graduate,Less than Half-Time,2,SUNY at Buffalo,0.35,1
19,Male,Undergraduate,Freshman,Enrolled Half-Time,8,Syracuse University,0.55,5
24,Male,Undergraduate,Freshman,Enrolled Full-Time,13,SUNY at Brockport,1125.05,165
22,Male,Undergraduate,Senior,Enrolled Full-Time,16,Creative & Professional Arts,1332.21,214
18,Male,Undergraduate,Sophomore,Enrolled Full-Time,16,College of Engineering,557.48,126
26,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Binghamton,3.05,4
22,Male,Undergraduate,Junior,Enrolled Full-Time,12,College of Business Administration,8.62,17
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,SUNY at Brockport,4.62,20
23,Male,Graduate,Graduate,Enrolled Full-Time,15,College of Business Administration,2,1
24,Male,Undergraduate,Sophomore,Less than Half-Time,5,Syracuse University,10.1,24
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Education,16.78,59
26,Female,Undergraduate,Junior,Enrolled Full-Time,13,SUNY at Buffalo,0.1,1
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,14,SUNY at Brockport,1218.12,162
19,Male,Undergraduate,Freshman,Enrolled Full-Time,13,SUNY at Brockport,910.22,106
21,Male,Undergraduate,Sophomore,Enrolled Full-Time,16,College of Engineering,1131.2,184
30,Male,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,College of Business Administration,5.68,28
22,Female,Undergraduate,Senior,Enrolled Full-Time,15,College of Health Professions,31.54,70
24,Female,Undergraduate,Junior,Enrolled Half-Time,6,Syracuse University,0,1
20,Female,Undergraduate,Junior,Enrolled Full-Time,15,Syracuse University,286.4,48
23,Female,Undergraduate,Junior,Enrolled Full-Time,14,Syracuse University,79.09,31
26,Female,Undergraduate,Freshman,Enrolled Half-Time,6,Syracuse University,623.6,17
22,Female,Undergraduate,Senior,Enrolled Full-Time,18,University College,1.47,5
22,Male,Undergraduate,Senior,Enrolled Full-Time,14,SUNY at Buffalo,0,1
21,Male,Undergraduate,Sophomore,Enrolled Full-Time,13,Syracuse University,4.3,32
23,Female,Undergraduate,Sophomore,Three Quarter Time,11,College of Health Professions,4.12,9
49,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,Syracuse University,1.35,2
23,Male,Undergraduate,Sophomore,Enrolled Full-Time,12,SUNY at Brockport,0,5
20,Female,Undergraduate,Senior,No Unit Load,0,College of Engineering,5.32,31
22,Male,Undergraduate,Freshman,Enrolled Full-Time,12,SUNY at Buffalo,11.99,17
25,Male,Graduate,Graduate,Enrolled Full-Time,15,College of Engineering,34.35,22
36,Female,Graduate,Graduate,Enrolled Half-Time,6,SUNY at Buffalo,33.53,41
20,Male,Undergraduate,Junior,Enrolled Full-Time,16,College of Engineering,1014.22,343
22,Male,Undergraduate,Senior,Enrolled Half-Time,6,College of Business Administration,5.22,20
24,Female,Undergraduate,Junior,Enrolled Full-Time,13,Syracuse University,145.84,83
21,Male,Undergraduate,Senior,No Unit Load,0,College of Engineering,2651.08,368
20,Male,Undergraduate,Junior,Enrolled Full-Time,16,College of Business Administration,1946.64,217
19,Male,Undergraduate,Freshman,Enrolled Half-Time,6,Syracuse University,2.75,6
22,Female,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,0.52,4
18,Female,Undergraduate,Freshman,Enrolled Full-Time,13,Syracuse University,373.14,171
30,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,College of Business Administration,0,1
25,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,College of Engineering,1.2,4
25,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,SUNY at Brockport,5.15,22
40,Male,Undergraduate,Junior,Three Quarter Time,9,College of Health Professions,6.81,27
19,Female,Undergraduate,Sophomore,Enrolled Full-Time,13,SUNY at Brockport,1610.13,190
23,Male,Undergraduate,Junior,Enrolled Full-Time,14,College of Engineering,2.38,18
19,Male,Undergraduate,Freshman,Enrolled Full-Time,14,SUNY at Brockport,233.74,163
21,Male,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,0,1
38,Male,Undergraduate,Freshman,Enrolled Half-Time,8,Syracuse University,3.22,18
26,Female,Graduate,Graduate,Enrolled Half-Time,6,College of Education,43.8,54
20,Male,Undergraduate,Junior,Enrolled Full-Time,17,College of Engineering,1884.14,355
26,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,9,SUNY at Buffalo,7.81,30
24,Male,Undergraduate,Freshman,Enrolled Half-Time,8,SUNY at Brockport,4.03,16
21,Female,Undergraduate,Freshman,Enrolled Full-Time,12,SUNY at Brockport,1.45,4
19,Male,Undergraduate,Freshman,Enrolled Full-Time,14,College of Engineering,624.7,97
25,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,SUNY at Buffalo,256.35,149
20,Female,Undergraduate,Freshman,Enrolled Full-Time,13,Syracuse University,1157.81,137
20,Male,Undergraduate,Senior,Enrolled Full-Time,13,Syracuse University,534.47,122
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,15,SUNY at Buffalo,2515.31,350
15,Female,Undergraduate,Freshman,Less than Half-Time,5,Syracuse University,40.78,20
