AGE,GENDER,CAREER,ACAD_LEVEL,ACAD_LOAD,HOURS_ENROLLED,ACAD_ORG,TRANSACTION_AMOUNT,TANSACTION_COUNT
24,Female,Law,Law Evening - Year 1,Enrolled Half-Time,5,School of Law,22.62,36
22,Male,Undergraduate,Senior,Enrolled Full-Time,15,SUNY at Buffalo,8.04,7
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,College of Nursing,3.08,7
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Engineering,1.75,11
24,Female,Undergraduate,Senior,Enrolled Full-Time,15,College of Business Administration,4.2,12
26,Male,Undergraduate,Freshman,Less than Half-Time,3,SUNY at Brockport,0.91,7
21,Female,Undergraduate,Sophomore,Less than Half-Time,5,University College,1.75,8
25,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Business Administration,3855.66,79
25,Male,Undergraduate,Junior,Enrolled Half-Time,8,SUNY at Brockport,5.09,31
23,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,10,SUNY at Buffalo,12.19,39
25,Male,Undergraduate,Senior,Less than Half-Time,3,College of Engineering,9.04,40
28,Male,Graduate,Graduate,Enrolled Half-Time,6,College of Education,15.09,30
23,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,9,College of Business Administration,2.12,7
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Business Administration,16.22,49
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,0.77,2
23,Male,Graduate,Graduate,Enrolled Full-Time,15,College of Engineering,76.28,22
24,Male,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,7,Creative & Professional Arts,107.53,112
25,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Binghamton,126.83,132
23,Male,Undergraduate,Senior,Enrolled Half-Time,6,College of Business Administration,12.8,28
22,Male,Undergraduate,Senior,Enrolled Full-Time,15,College of Business Administration,18.61,86
25,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,9,Syracuse University,312.51,47
21,Female,Undergraduate,Senior,Enrolled Full-Time,12,Creative & Professional Arts,344.3,79
35,Female,Law,Law Evening - Year 4,Enrolled Half-Time,8,School of Law,5.06,6
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,College of Engineering,1.28,4
22,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,9,SUNY at Buffalo,2.94,8
21,Female,Undergraduate,Senior,Enrolled Full-Time,26,College of Business Administration,9.63,12
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,8.87,46
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,Syracuse University,0,4
24,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,College of Health Professions,9.55,35
22,Male,Undergraduate,Senior,Enrolled Half-Time,6,SUNY at Buffalo,7.31,31
25,Female,Undergraduate,Senior,Three Quarter Time,10,SUNY at Brockport,175.53,28
24,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Engineering,0,2
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Education,1387.53,124
22,Male,Undergraduate,Junior,Enrolled Half-Time,8,Syracuse University,5.4,2
25,Female,Undergraduate,Sophomore,Less than Half-Time,3,Syracuse University,35.15,105
23,Male,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Brockport,3.48,30
22,Male,Undergraduate,Senior,Less than Half-Time,3,SUNY at Buffalo,10.57,38
22,Male,Graduate,Graduate,Enrolled Full-Time,12,College of Business Administration,24.08,87
24,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Education,14.72,59
25,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,11,College of Engineering,454.77,154
35,Male,Graduate,Graduate,Less than Half-Time,1,College of Education,5.19,35
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,College of Business Administration,20.18,35
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Business Administration,78.02,87
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,College of Education,78.47,85
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Health Professions,14.4,42
23,Female,Graduate,Graduate,Enrolled Full-Time,14,College of Health Professions,232.83,104
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,University College,1.05,5
27,Male,Graduate,Graduate,Less than Half-Time,1,College of Engineering,0,2
21,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,College of Nursing,54.29,45
25,Female,Undergraduate,Senior,Enrolled Half-Time,7,SUNY at Buffalo,543.45,65
22,Female,Undergraduate,Senior,Enrolled Full-Time,12,College of Education,2.73,3
23,Female,Undergraduate,Senior,Less than Half-Time,5,College of Education,12.71,68
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,17,College of Engineering,208.34,75
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,16,College of Engineering,22.73,28
23,Male,Undergraduate,Senior,Enrolled Full-Time,22,SUNY at Buffalo,3.33,13
25,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,SUNY at Buffalo,22.07,83
24,Female,Undergraduate,Senior,Enrolled Full-Time,14,SUNY at Buffalo,323.14,114
34,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,SUNY at Buffalo,6.47,31
24,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,8,SUNY at Brockport,20.06,31
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,College of Engineering,32.91,8
24,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,Syracuse University,2.56,7
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,SUNY at Brockport,159.15,81
22,Male,Undergraduate,Junior,Enrolled Full-Time,12,SUNY at Brockport,1.77,8
24,Male,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,Syracuse University,1.68,15
23,Male,Undergraduate,5th Year Undergraduate,Less than Half-Time,5,Syracuse University,5.32,18
26,Male,Undergraduate,Senior,Enrolled Half-Time,6,College of Business Administration,5.49,30
22,Male,Undergraduate,Senior,Enrolled Full-Time,18,Syracuse University,2080.42,252
31,Male,Undergraduate,Freshman,Enrolled Half-Time,7,Syracuse University,0.07,1
41,Male,Graduate,Graduate,Enrolled Full-Time,9,College of Education,243.06,84
23,Male,Undergraduate,Senior,Enrolled Full-Time,13,College of Education,5.32,7
57,Male,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,SUNY at Buffalo,7.09,22
26,Male,Undergraduate,Senior,Enrolled Full-Time,15,Creative & Professional Arts,15.09,27
26,Male,Undergraduate,Senior,Enrolled Full-Time,15,Syracuse University,7.21,6
24,Male,Undergraduate,Senior,Enrolled Full-Time,15,College of Health Professions,23.24,72
23,Male,Undergraduate,5th Year Undergraduate,Less than Half-Time,4,SUNY at Buffalo,5.22,30
22,Male,Undergraduate,Senior,Enrolled Full-Time,14,College of Education,62.45,86
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,20,College of Education,1571.52,113
24,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,16,College of Business Administration,19.05,96
23,Female,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,30.26,87
23,Female,Undergraduate,Senior,Enrolled Full-Time,13,Syracuse University,30.04,110
23,Female,Undergraduate,5th Year Undergraduate,Three Quarter Time,10,College of Health Professions,13.99,34
23,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,10.01,15
24,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,College of Health Professions,8.78,23
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Business Administration,7.56,35
24,Female,Undergraduate,Senior,Enrolled Full-Time,14,SUNY at Buffalo,36.41,182
23,Female,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,4.55,8
24,Female,Undergraduate,5th Year Undergraduate,Three Quarter Time,9,SUNY at Buffalo,541.33,198
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,17,Syracuse University,263.15,92
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,University College,1.75,6
24,Female,Undergraduate,Senior,Enrolled Full-Time,16,SUNY at Buffalo,7.66,40
24,Male,Undergraduate,Senior,Enrolled Full-Time,17,Syracuse University,0,10
23,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,10,SUNY at Buffalo,0,12
22,Male,Undergraduate,Junior,No Unit Load,0,College of Engineering,733.77,171
23,Female,Undergraduate,Senior,Enrolled Full-Time,20,College of Education,23.41,44
30,Male,Graduate,Graduate,Less than Half-Time,1,SUNY at Buffalo,39.32,71
22,Female,Undergraduate,Senior,Three Quarter Time,9,College of Business Administration,38.97,21
23,Female,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,0.63,3
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Business Administration,75.97,40
22,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,10,College of Education,20.38,35
24,Male,Law,Law Evening - Year 1,Enrolled Half-Time,7,School of Law,32.58,47
22,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Buffalo,31.28,24
24,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,11,College of Business Administration,4.91,17
23,Male,Undergraduate,Senior,Three Quarter Time,10,Creative & Professional Arts,6.89,21
22,Female,Undergraduate,Senior,Enrolled Full-Time,14,SUNY at Buffalo,6.58,17
24,Female,Undergraduate,Senior,Enrolled Full-Time,15,Syracuse University,34.1,65
23,Male,Undergraduate,5th Year Undergraduate,Less than Half-Time,2,University College,40.56,4
25,Male,Graduate,Graduate,Enrolled Full-Time,9,College of Education,10.29,36
21,Male,Undergraduate,Senior,Enrolled Full-Time,19,Syracuse University,0,3
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,17,SUNY at Buffalo,0.55,7
24,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,College of Health Professions,13.07,24
26,Male,Undergraduate,Senior,Enrolled Full-Time,13,College of Education,2325.04,326
25,Male,Undergraduate,5th Year Undergraduate,Less than Half-Time,4,College of Engineering,40.19,21
29,Male,Undergraduate,Junior,Enrolled Full-Time,13,SUNY at Buffalo,15.92,32
26,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Buffalo,329.76,62
35,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,Syracuse University,139.9,29
58,Female,Graduate,Graduate,Enrolled Half-Time,6,College of Education,92.85,66
20,Male,Undergraduate,Junior,Enrolled Full-Time,12,Creative & Professional Arts,478.69,105
24,Female,Graduate,Graduate,Enrolled Full-Time,12,College of Health Professions,14.19,12
24,Female,Undergraduate,Freshman,Enrolled Half-Time,8,SUNY at Brockport,9.21,59
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,18,College of Business Administration,31.15,129
21,Female,Undergraduate,Senior,Enrolled Full-Time,14,College of Nursing,7.07,20
23,Female,Graduate,Graduate,Enrolled Full-Time,13,College of Health Professions,36.36,77
25,Male,Undergraduate,Junior,Enrolled Half-Time,6,SUNY at Brockport,38.58,89
24,Male,Graduate,Graduate,Enrolled Half-Time,6,College of Education,117.09,33
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Business Administration,6.93,18
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,SUNY at Buffalo,80.5,59
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,College of Business Administration,6.61,34
21,Male,Undergraduate,Junior,Enrolled Full-Time,14,SUNY at Brockport,528.36,165
22,Male,Undergraduate,Senior,Enrolled Full-Time,19,Creative & Professional Arts,15.31,63
24,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,16,College of Business Administration,34.91,69
23,Male,Undergraduate,Junior,Three Quarter Time,9,Syracuse University,11.64,53
23,Male,Undergraduate,Senior,Enrolled Half-Time,6,Syracuse University,0.21,4
24,Male,Undergraduate,Senior,Enrolled Full-Time,12,Syracuse University,22.26,49
27,Male,Undergraduate,Junior,Enrolled Full-Time,14,SUNY at Brockport,21.91,46
23,Female,Undergraduate,Senior,Enrolled Full-Time,12,College of Nursing,2.38,14
22,Male,Undergraduate,Junior,Enrolled Full-Time,13,SUNY at Buffalo,217.89,95
21,Female,Undergraduate,Senior,Enrolled Full-Time,16,SUNY at Buffalo,6.3,20
21,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,18,Creative & Professional Arts,1.68,15
22,Male,Undergraduate,Senior,Enrolled Full-Time,17,Syracuse University,0,2
21,Female,Undergraduate,Junior,Enrolled Full-Time,14,College of Health Professions,1355,215
22,Female,Undergraduate,Senior,Less than Half-Time,5,SUNY at Buffalo,0.14,2
21,Male,Undergraduate,Junior,Less than Half-Time,3,SUNY at Brockport,732.03,104
31,Male,Graduate,Graduate,Less than Half-Time,1,College of Engineering,0.7,7
24,Male,Undergraduate,5th Year Undergraduate,No Unit Load,0,College of Engineering,94.87,94
21,Female,Undergraduate,Senior,Enrolled Full-Time,15,College of Business Administration,12.25,18
26,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Education,49.87,37
21,Male,Undergraduate,Senior,Three Quarter Time,11,Creative & Professional Arts,1263.51,220
21,Male,Undergraduate,Freshman,Enrolled Full-Time,12,SUNY at Buffalo,1397.12,255
22,Male,Undergraduate,Senior,Enrolled Full-Time,14,College of Engineering,256.26,208
23,Male,Undergraduate,5th Year Undergraduate,Less than Half-Time,3,Syracuse University,5.96,35
22,Female,Undergraduate,Sophomore,Three Quarter Time,11,Syracuse University,502.02,76
21,Female,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,156.45,33
23,Female,Undergraduate,Sophomore,Enrolled Full-Time,12,Syracuse University,5.69,30
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Education,61.88,29
22,Female,Undergraduate,5th Year Undergraduate,Less than Half-Time,3,College of Business Administration,75.08,117
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,College of Business Administration,439.28,81
22,Male,Undergraduate,Senior,Three Quarter Time,10,College of Education,3428.12,285
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,SUNY at Buffalo,33.03,95
23,Female,Undergraduate,Sophomore,Enrolled Full-Time,14,Syracuse University,15.75,43
23,Female,Undergraduate,Senior,Three Quarter Time,9,College of Business Administration,1.89,14
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Education,80.71,34
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,SUNY at Buffalo,18.34,107
23,Female,Undergraduate,Senior,Enrolled Full-Time,16,College of Education,15.85,30
21,Female,Undergraduate,Senior,Enrolled Full-Time,17,College of Business Administration,11.86,29
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Business Administration,9,27
22,Female,Undergraduate,Senior,Enrolled Full-Time,23,SUNY at Buffalo,105.82,191
21,Female,Undergraduate,Junior,Enrolled Half-Time,6,SUNY at Buffalo,2.8,10
21,Male,Undergraduate,Senior,Enrolled Full-Time,15,College of Business Administration,58.65,57
22,Male,Undergraduate,Senior,Enrolled Full-Time,17,College of Business Administration,55.74,84
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Health Professions,128.59,178
23,Male,Undergraduate,Senior,Enrolled Full-Time,17,College of Engineering,9.44,24
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,18,College of Education,3.75,28
58,Female,Graduate,Graduate,Enrolled Half-Time,6,College of Education,15.72,54
22,Male,Undergraduate,Senior,Enrolled Full-Time,18,College of Business Administration,27.42,45
21,Female,Undergraduate,Senior,Enrolled Full-Time,14,SUNY at Buffalo,0.21,9
23,Male,Undergraduate,Senior,Enrolled Full-Time,14,College of Engineering,5.42,51
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,College of Business Administration,28.26,77
22,Male,Undergraduate,Senior,Enrolled Full-Time,22,SUNY at Buffalo,1.96,16
32,Male,Undergraduate,Sophomore,Enrolled Full-Time,14,Syracuse University,73.54,222
26,Male,Undergraduate,Senior,Three Quarter Time,9,SUNY at Buffalo,24.98,54
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,College of Business Administration,47.79,112
22,Male,Undergraduate,Senior,Enrolled Full-Time,13,SUNY at Buffalo,20.98,119
23,Female,Undergraduate,5th Year Undergraduate,Three Quarter Time,10,College of Education,800.69,302
23,Male,Undergraduate,Senior,Enrolled Full-Time,18,Creative & Professional Arts,10,47
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Business Administration,3.22,13
28,Male,Law,Law Evening - Year 4,Enrolled Half-Time,5,School of Law,7.91,9
24,Male,Undergraduate,Senior,Enrolled Full-Time,15,Syracuse University,15.27,28
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Health Professions,18.43,40
26,Male,Undergraduate,Junior,Enrolled Full-Time,15,SUNY at Buffalo,113.99,78
23,Female,Graduate,Graduate,Enrolled Full-Time,17,College of Health Professions,840,177
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,College of Health Professions,44.41,90
23,Male,Graduate,Graduate,Enrolled Full-Time,9,SUNY at Buffalo,19.07,27
21,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,College of Business Administration,26.57,53
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Business Administration,11.28,52
22,Female,Undergraduate,Senior,Enrolled Full-Time,13,College of Health Professions,44.04,103
47,Female,Graduate,Graduate,Enrolled Half-Time,6,SUNY at Buffalo,17.43,10
22,Male,Undergraduate,Senior,Enrolled Full-Time,13,College of Education,4.1,15
43,Female,Graduate,Graduate,Enrolled Full-Time,9,College of Education,8.08,17
22,Male,Undergraduate,Freshman,Less than Half-Time,3,Syracuse University,0,6
23,Male,Undergraduate,Senior,Enrolled Full-Time,16,College of Engineering,5.58,20
22,Male,Undergraduate,Senior,Enrolled Full-Time,13,College of Education,3675.25,430
24,Male,Undergraduate,Senior,Enrolled Full-Time,16,Syracuse University,27.73,99
32,Male,Graduate,Graduate,Enrolled Full-Time,9,College of Engineering,6.12,7
21,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,SUNY at Buffalo,3.78,9
19,Female,Undergraduate,Sophomore,Enrolled Half-Time,7,University College,12.19,52
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,SUNY at Buffalo,3516.44,324
19,Female,Undergraduate,Freshman,Enrolled Full-Time,13,SUNY at Buffalo,523.78,23
52,Female,Undergraduate,Senior,Enrolled Half-Time,7,College of Health Professions,31.68,44
21,Male,Undergraduate,Senior,Enrolled Full-Time,22,SUNY at Buffalo,13.79,42
20,Female,Undergraduate,Sophomore,Enrolled Full-Time,14,Syracuse University,7.58,39
20,Male,Undergraduate,Freshman,Enrolled Half-Time,7,University College,23.74,7
23,Female,Undergraduate,5th Year Undergraduate,Less than Half-Time,5,College of Health Professions,0.42,8
22,Female,Undergraduate,Senior,Enrolled Half-Time,6,College of Business Administration,24.53,54
22,Female,Graduate,Graduate,Enrolled Full-Time,15,College of Health Professions,45.68,69
19,Male,Undergraduate,Sophomore,Enrolled Full-Time,12,Syracuse University,7,19
23,Male,Law,Law Day - Year 1,Enrolled Full-Time,16,School of Law,5.02,9
21,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,College of Health Professions,11.87,32
25,Female,Undergraduate,Senior,Three Quarter Time,10,Health Sciences & Human Services,60.36,66
26,Female,Law,Law Evening - Year 2,Enrolled Half-Time,6,School of Law,142.5,86
36,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,SUNY at Buffalo,7.14,15
22,Male,Undergraduate,Sophomore,Enrolled Full-Time,14,University College,4.75,30
26,Male,Law,Law Day - Year 2,Enrolled Full-Time,16,School of Law,310.69,56
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,SUNY at Buffalo,4.99,15
22,Female,Undergraduate,5th Year Undergraduate,Three Quarter Time,9,SUNY at Buffalo,37.79,97
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,Syracuse University,5.3,28
21,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,SUNY at Buffalo,5.81,43
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Engineering,0.28,5
21,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,16,SUNY at Buffalo,7.42,13
23,Male,Undergraduate,5th Year Undergraduate,Less than Half-Time,5,College of Engineering,82.3,20
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Education,23.22,75
26,Female,Undergraduate,Sophomore,Enrolled Full-Time,15,College of Nursing,25.76,44
21,Male,Undergraduate,Senior,Enrolled Full-Time,16,Syracuse University,8.46,26
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,16,College of Business Administration,2.62,17
34,Female,Graduate,Graduate,Enrolled Half-Time,6,SUNY at Buffalo,45.38,44
22,Female,Graduate,Graduate,Enrolled Full-Time,9,College of Business Administration,2.63,9
21,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,8.1,3
21,Female,Undergraduate,Senior,Enrolled Full-Time,13,College of Nursing,0.4,1
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,13,College of Education,39.05,111
22,Male,Undergraduate,Junior,Enrolled Half-Time,6,Syracuse University,0,6
23,Female,Undergraduate,Senior,Three Quarter Time,11,Syracuse University,16.95,65
21,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,14,College of Health Professions,8.45,17
23,Female,Undergraduate,Junior,Enrolled Full-Time,19,Syracuse University,24.28,57
23,Male,Undergraduate,Senior,Enrolled Full-Time,16,College of Business Administration,45.34,36
22,Female,Undergraduate,5th Year Undergraduate,Three Quarter Time,9,SUNY at Buffalo,7.15,30
22,Female,Undergraduate,Sophomore,Enrolled Half-Time,6,Syracuse University,10.9,43
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,Syracuse University,4.97,10
26,Female,Graduate,Graduate,Less than Half-Time,1,SUNY at Buffalo,3.25,5
24,Male,Undergraduate,Senior,Enrolled Half-Time,6,College of Business Administration,158.04,113
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Health Professions,1.05,14
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,13.14,84
22,Female,Undergraduate,Senior,Enrolled Full-Time,13,SUNY at Buffalo,3.36,34
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,6,SUNY at Buffalo,8.6,38
22,Female,Undergraduate,Senior,Enrolled Full-Time,16,College of Education,98.33,82
34,Female,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,8,26
23,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,10,College of Engineering,494.94,94
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Education,97.46,90
24,Male,Undergraduate,Senior,Enrolled Full-Time,14,SUNY at Buffalo,1278.26,245
23,Male,Undergraduate,Senior,Enrolled Full-Time,19,SUNY at Buffalo,29.48,125
21,Male,Undergraduate,Senior,Enrolled Full-Time,16,College of Business Administration,11.18,60
22,Male,Undergraduate,Senior,Enrolled Full-Time,21,College of Education,80.73,23
23,Male,Graduate,Graduate,Less than Half-Time,4,College of Business Administration,5.06,28
23,Female,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,0.97,10
24,Male,Undergraduate,Senior,Enrolled Full-Time,15,College of Education,71.31,81
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,College of Education,6.37,24
34,Female,Undergraduate,Sophomore,Three Quarter Time,11,College of Health Professions,118.98,68
21,Female,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,4222.02,391
21,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,11,SUNY at Buffalo,554.54,132
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,7,College of Health Professions,115.9,546
22,Male,Undergraduate,Senior,Enrolled Full-Time,15,SUNY at Brockport,1.25,24
22,Female,Undergraduate,Senior,Three Quarter Time,9,College of Business Administration,38.78,104
21,Unknown,Undergraduate,Senior,Three Quarter Time,10,College of Education,16.04,43
22,Male,Undergraduate,Senior,Enrolled Full-Time,18,SUNY at Buffalo,7.82,26
19,Female,Undergraduate,Freshman,Three Quarter Time,9,University College,8.34,51
28,Male,Graduate,Graduate,Less than Half-Time,4,College of Business Administration,52.01,31
22,Female,Undergraduate,Senior,Enrolled Full-Time,15,SUNY at Buffalo,106.75,211
21,Female,Undergraduate,Freshman,Enrolled Full-Time,13,Syracuse University,8.79,34
22,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,SUNY at Buffalo,3.85,20
28,Female,Graduate,Graduate,Enrolled Half-Time,6,SUNY at Binghamton,0.35,9
23,Female,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,12,College of Business Administration,18.13,98
21,Female,Undergraduate,Junior,Enrolled Full-Time,12,Syracuse University,614.4,193
21,Female,Undergraduate,Senior,Enrolled Full-Time,13,College of Health Professions,6.5,24
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,0.84,7
21,Male,Undergraduate,Senior,Enrolled Full-Time,14,Creative & Professional Arts,1.96,12
21,Male,Undergraduate,Senior,Enrolled Full-Time,16,College of Education,966.6,269
23,Male,Undergraduate,5th Year Undergraduate,Enrolled Full-Time,15,College of Business Administration,391.46,65
23,Female,Undergraduate,Junior,Enrolled Full-Time,16,College of Education,63.14,97
23,Male,Undergraduate,5th Year Undergraduate,Three Quarter Time,10,Creative & Professional Arts,1383.98,142
21,Female,Undergraduate,Senior,Enrolled Full-Time,15,SUNY at Buffalo,1345.35,168
21,Male,Undergraduate,Freshman,Enrolled Full-Time,12,University College,27.24,57
22,Female,Undergraduate,Senior,Enrolled Full-Time,12,College of Education,15.7,13
21,Male,Undergraduate,Freshman,Enrolled Half-Time,8,Syracuse University,0.5,17
21,Female,Undergraduate,Senior,Enrolled Full-Time,14,College of Health Professions,35.19,64
22,Male,Undergraduate,Senior,Enrolled Full-Time,13,College of Business Administration,10.5,35
21,Male,Graduate,Graduate,Enrolled Full-Time,12,College of Business Administration,1427.74,224
21,Female,Undergraduate,5th Year Undergraduate,Less than Half-Time,3,SUNY at Buffalo,176.03,45
32,Female,Undergraduate,Senior,Enrolled Full-Time,13,College of Health Professions,52.28,79
31,Male,Undergraduate,Senior,Enrolled Full-Time,14,Syracuse University,6.09,30
22,Female,Undergraduate,Senior,Enrolled Full-Time,13,SUNY at Buffalo,5.18,17
23,Male,Undergraduate,Sophomore,Enrolled Full-Time,13,Syracuse University,9.86,46
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,SUNY at Buffalo,594.86,253
22,Male,Undergraduate,Senior,Enrolled Full-Time,12,College of Business Administration,20.88,86
22,Female,Undergraduate,Senior,Three Quarter Time,10,SUNY at Buffalo,148.59,172
22,Female,Undergraduate,Senior,Less than Half-Time,4,Creative & Professional Arts,13.31,39
22,Female,Graduate,Graduate,Enrolled Full-Time,15,College of Health Professions,256.62,61
22,Female,Undergraduate,5th Year Undergraduate,Enrolled Half-Time,8,SUNY at Buffalo,12.99,37
21,Female,Undergraduate,Junior,Enrolled Full-Time,12,Syracuse University,511.82,89
21,Female,Undergraduate,Senior,Enrolled Full-Time,17,SUNY at Buffalo,37.81,65
23,Female,Undergraduate,Sophomore,Enrolled Full-Time,15,Syracuse University,12.57,60
